username,name,location,company,bio,total_repos,total_stars_received,total_forks_received,avg_stars_per_repo,account_age_days,repos_per_year,followers,following,follower_ratio,h_index,impact_score,primary_languages,language_diversity,industries_served,primary_industry,has_readme_pct,has_license_pct,total_open_issues,days_since_last_push,is_active
AlexanderPrincipe,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Vallejoanderson,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jcmachicao,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
VilmaRomero,,,,,2,13,5,6.5,1,730.5,0,0,0,2,23,"HTML, R",2,1,M,0.0,0.0,0,1819.0,False
jaime-olivares,,,,,7,679,161,97.0,1,2556.75,0,0,0,6,1001,"C#, JavaScript, XSLT",3,2,J,0.0,1.0,28,281.0,False
AlonsoErnesto,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
valec3,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
MrJmpl3,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
PeterTXS09,,,,,3,14,2,4.666666666666667,1,1095.75,0,0,0,3,18,"Python, JavaScript",2,3,A,0.0,0.0,0,633.0,False
larc,,,,,3,84,15,28.0,1,1095.75,0,0,0,3,114,"C++, TeX",2,3,M,0.0,0.6666666666666666,1,351.0,False
javier545dev,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Mateo-tem,,,,,1,92,27,92.0,1,365.25,0,0,0,1,146,JavaScript,1,1,J,0.0,1.0,4,1310.0,False
PatrickZurita,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
NextKool,,,,,4,50,24,12.5,1,1461.0,0,0,0,4,98,"Python, Hack",2,1,J,0.0,1.0,5,681.0,False
paulrrdiaz,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
nxvl,,,,,1,75,20,75.0,1,365.25,0,0,0,1,115,Python,1,1,J,0.0,1.0,26,2372.0,False
ex,,,,,1,38,12,38.0,1,365.25,0,0,0,1,62,C,1,1,R,0.0,1.0,0,11.0,True
malpicado,,,,,5,28,0,5.6,1,1826.25,0,0,0,3,28,"CSS, Papyrus, JavaScript",4,3,P,0.0,0.0,0,1214.0,False
jmoralesv,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
gabrielajavier,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
pierorolando1,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
neofutur,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
haroldeustaquio,,,,,14,131,15,9.357142857142858,1,5113.5,0,0,0,8,161,"Jupyter Notebook, Python, JavaScript",5,6,M,0.0,0.9285714285714286,0,207.0,False
LuisDev2001,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
chijure,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Vilduis,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
PaulESantos,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
annaabsi,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jcaramantin,,,,,1,4,0,4.0,1,365.25,0,0,0,1,4,JavaScript,1,1,J,0.0,1.0,0,716.0,False
edeustua,,,,,3,13,1,4.333333333333333,1,1095.75,0,0,0,3,15,"Python, TeX",2,3,O,0.0,0.3333333333333333,0,431.0,False
jeandelacruz,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
marcomnrq,,,,,1,8,1,8.0,1,365.25,0,0,0,1,10,TypeScript,1,1,J,0.0,1.0,1,1396.0,False
jcyber2017,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
kevinPerezGarcia,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
llabans,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Alessandrito123,,,,,1,7,2,7.0,1,365.25,0,0,0,1,11,JavaScript,1,1,P,0.0,0.0,0,396.0,False
hunter4466,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
renzo-blockchain,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Kakalanp,,,,,5,25,0,5.0,1,1826.25,0,0,0,4,25,JavaScript,1,4,J,0.0,0.8,2,734.0,False
lokcito,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
derekcrosslu,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
coloradomarin,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
dalessandro07,,,,,3,10,0,3.3333333333333335,1,1095.75,0,0,0,3,10,"TypeScript, Astro",2,2,J,0.0,0.6666666666666666,1,76.0,True
lkashef,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Joshua-Enrico,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Emerson-Portugal,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
El-Palomo,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
pixiepixeled,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Maycol-Knight,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
addleonel,,,,,1,13,4,13.0,1,365.25,0,0,0,1,21,Python,1,1,H,0.0,1.0,0,860.0,False
oliverTuesta,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
madmarin,,,,,30,407,3,13.566666666666666,1,10957.5,0,0,0,14,413,"TypeScript, HTML, C++",10,5,J,0.0,0.4,36,11.0,True
gamunax,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
luismoriguerra,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
yummta,,,,,1,4,0,4.0,1,365.25,0,0,0,1,4,JavaScript,1,1,R,0.0,0.0,0,2186.0,False
AlonsoCN,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
claudiamp,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
dwyazzo90,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
FranciscoAscue,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,,0,1,A,0.0,0.0,0,1633.0,False
carloshs92,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
InsiderAnh,,,,,4,25,16,6.25,1,1461.0,0,0,0,3,57,Java,1,2,J,0.0,0.5,8,57.0,True
julionav,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
kucho,,,,,2,9,0,4.5,1,730.5,0,0,0,2,9,Ruby,1,2,H,0.0,0.5,0,1663.0,False
bitmakerla,,,,,5,215,24,43.0,1,1826.25,0,0,0,4,263,"Python, TypeScript",2,1,J,0.0,0.4,18,5.0,True
CristianLazoQuispe,,,,,4,13,2,3.25,1,1461.0,0,0,0,3,17,"Jupyter Notebook, Python",2,1,M,0.0,1.0,0,14.0,True
abelmiraval,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JorgePasco1,,,,,2,8,0,4.0,1,730.5,0,0,0,2,8,"Rust, HTML",2,1,J,0.0,0.5,2,18.0,True
masonlabcc,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
EduDev06,,,,,6,43,9,7.166666666666667,1,2191.5,0,0,0,4,61,Kotlin,1,2,J,0.0,0.0,0,479.0,False
softalchemy,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,Shell,1,1,K,0.0,1.0,0,1594.0,False
MCss-18,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
henrychavez,,,,,5,155,59,31.0,1,1826.25,0,0,0,3,273,"JavaScript, CSS, TypeScript",3,1,J,0.0,0.4,35,1164.0,False
Gilgammesh,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
HiroForYou,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
master-bogdan,,,,,3,10,0,3.3333333333333335,1,1095.75,0,0,0,3,10,"TypeScript, JavaScript",2,1,J,0.0,0.0,0,982.0,False
A-PachecoT,,,,,3,14,6,4.666666666666667,1,1095.75,0,0,0,3,26,"JavaScript, Python, TypeScript",3,2,J,0.0,0.3333333333333333,0,113.0,False
roxsyVel910,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Alejosor,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
minskylab,,,,,6,181,25,30.166666666666668,1,2191.5,0,0,0,5,231,"Rust, TypeScript",2,3,J,0.0,1.0,7,488.0,False
mastergis,,,,,2,21,22,10.5,1,730.5,0,0,0,2,65,"Jupyter Notebook, JavaScript",2,1,M,0.0,0.5,0,1572.0,False
Rotvie,,,,,4,29,6,7.25,1,1461.0,0,0,0,3,41,"C++, Lua, Jupyter Notebook",4,3,M,0.0,0.75,0,0.0,True
daneelsan,,,,,10,189,13,18.9,1,3652.5,0,0,0,6,215,"Zig, Mathematica",2,3,J,0.0,0.1,5,91.0,False
jamesnoria,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
gcancho,,,,,2,12,7,6.0,1,730.5,0,0,0,2,26,"JavaScript, CSS",2,1,J,0.0,0.0,0,1799.0,False
bryanjhv,,,,,4,259,45,64.75,1,1461.0,0,0,0,3,349,"JavaScript, PHP, Java",3,1,J,0.0,0.5,3,788.0,False
jcyovera,,,,,2,7,2,3.5,1,730.5,0,0,0,2,11,"TypeScript, HTML",2,1,J,0.0,0.0,57,1164.0,False
boomslag,,,,,2,11,4,5.5,1,730.5,0,0,0,2,19,"Python, TypeScript",2,1,J,0.0,1.0,0,1044.0,False
dev-lusaja,,,,,1,31,15,31.0,1,365.25,0,0,0,1,61,Python,1,1,J,0.0,0.0,0,1102.0,False
danielex1999,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ldiego73,,,,,2,15,3,7.5,1,730.5,0,0,0,2,21,TypeScript,1,1,J,0.0,0.5,38,1147.0,False
cristhian-apaza,,,,,1,5,1,5.0,1,365.25,0,0,0,1,7,Shell,1,1,J,0.0,0.0,0,1375.0,False
sashirestela,,,,,2,383,57,191.5,1,730.5,0,0,0,2,497,Java,1,1,J,0.0,1.0,18,179.0,False
LordMathi2741,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ojitoslanda,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Gonzalogdlr,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,JavaScript,1,1,J,0.0,1.0,0,1670.0,False
kcotrinam,,,,,3,12,0,4.0,1,1095.75,0,0,0,3,12,JavaScript,1,1,J,0.0,0.3333333333333333,2,1816.0,False
csl-club,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Go,1,1,J,0.0,0.0,0,454.0,False
Luiggi370z,,,,,5,117,60,23.4,1,1826.25,0,0,0,3,237,"JavaScript, TypeScript",2,1,J,0.0,0.0,54,1109.0,False
JulioRuizdev,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ivoscc,,,,,2,10,2,5.0,1,730.5,0,0,0,2,14,"Python, Racket",2,1,J,0.0,0.0,0,2848.0,False
loweffort-alt,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
leo2105,,,,,1,3,4,3.0,1,365.25,0,0,0,1,11,Jupyter Notebook,1,1,M,0.0,0.0,0,2538.0,False
GinoQuispe21,,,,,2,6,0,3.0,1,730.5,0,0,0,2,6,"Dart, CSS",2,2,P,0.0,0.0,1,990.0,False
Sbustamante301,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
activodigital,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
cesar00015,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
annygutierrez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
hackanonimous,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Python,1,1,J,0.0,0.0,0,836.0,False
AngelRodRo,,,,,2,8,4,4.0,1,730.5,0,0,0,2,16,JavaScript,1,1,J,0.0,0.0,8,783.0,False
GAMM95,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
helpdesk-z,,,,,2,107,90,53.5,1,730.5,0,0,0,2,287,PHP,1,1,J,0.0,1.0,60,1046.0,False
xtrmdarc,,,,,7,35,7,5.0,1,2556.75,0,0,0,4,49,"JavaScript, Ruby",2,4,R,0.0,0.0,49,982.0,False
oscar-ramos,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Camilo-J,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jsalinasvela,,,,,1,4,0,4.0,1,365.25,0,0,0,1,4,Java,1,1,J,0.0,0.0,0,2820.0,False
Mr20DL,,,,,1,5,0,5.0,1,365.25,0,0,0,1,5,JavaScript,1,1,J,0.0,1.0,0,8.0,True
gabsss1,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
diazgio,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,JavaScript,1,1,J,0.0,0.0,0,48.0,True
carmenluyo,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
indobits,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
aldenso,,,,,3,11,3,3.6666666666666665,1,1095.75,0,0,0,3,17,Go,1,1,J,0.0,1.0,0,2179.0,False
DavidMontoya24,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
tudineroweb,,,,,3,28,18,9.333333333333334,1,1095.75,0,0,0,3,64,Python,1,1,K,0.0,0.0,4,901.0,False
AzucenaGrecia,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
CrhistianT7,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
giancarlosisasi,,,,,1,8,0,8.0,1,365.25,0,0,0,1,8,Go,1,1,J,0.0,0.0,0,266.0,False
xapiens,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
aquevedos,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Python,1,1,J,0.0,0.0,1,754.0,False
fericell2909,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
gabtio,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
xtrator,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ifs99,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
rubensaid,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
luiisca,,,,,4,54,9,13.5,1,1461.0,0,0,0,4,72,"TypeScript, Kotlin, MDX",3,2,J,0.0,0.5,16,29.0,True
Ray-Alessandro,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
cryohydromettools,,,,,2,8,5,4.0,1,730.5,0,0,0,2,18,Jupyter Notebook,1,2,A,0.0,1.0,0,894.0,False
alanegd,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
wchoque,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
fortepc,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,AutoHotkey,1,1,J,0.0,1.0,0,2229.0,False
moisesli,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jhonathanssegura,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,Python,1,1,M,0.0,1.0,0,1129.0,False
bkerz,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
mairelis-montilla,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Aireck2,,,,,2,10,0,5.0,1,730.5,0,0,0,2,10,"Shell, TypeScript",2,2,J,0.0,1.0,0,861.0,False
LadyDi3103,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
abengl,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
YotoCoder,,,,,1,5,0,5.0,1,365.25,0,0,0,1,5,,0,1,J,0.0,1.0,0,1278.0,False
DragShot,,,,,3,17,20,5.666666666666667,1,1095.75,0,0,0,3,57,"Haxe, Java",2,2,R,0.0,1.0,2,590.0,False
DiegoCuevas,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
pandadiestro,,,,,3,11,0,3.6666666666666665,1,1095.75,0,0,0,3,11,"C, Shell, Go",3,1,J,0.0,1.0,0,511.0,False
luisBazanDev,,,,,1,5,1,5.0,1,365.25,0,0,0,1,7,TypeScript,1,1,J,0.0,1.0,5,287.0,False
JafetRaul,,,,,1,5,0,5.0,1,365.25,0,0,0,1,5,Jupyter Notebook,1,1,P,0.0,0.0,0,1221.0,False
Alvaro-Neyra,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
alfredogama,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
hirammendiola,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
victorlunam,,,,,3,16,1,5.333333333333333,1,1095.75,0,0,0,3,18,JavaScript,1,1,J,0.0,0.3333333333333333,0,661.0,False
yuruyuri16,,,,,1,4,0,4.0,1,365.25,0,0,0,1,4,Dart,1,1,G,0.0,0.0,5,1109.0,False
Luis3Fernando,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
aomineDev,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
CS1103,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
germanmartinez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
apuntesdejava,,,,,1,10,1,10.0,1,365.25,0,0,0,1,12,Java,1,1,J,0.0,1.0,0,87.0,True
user0608,,,,,4,42,8,10.5,1,1461.0,0,0,0,3,58,Go,1,2,J,0.0,0.75,4,220.0,False
krystalcode,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
edwinmacalopu,,,,,5,95,34,19.0,1,1826.25,0,0,0,4,163,"Dart, HTML",2,4,H,0.0,0.2,2,1155.0,False
franciscovilchezv,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
eliza8855,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
nestjslatam,,,,,2,44,4,22.0,1,730.5,0,0,0,2,52,TypeScript,1,1,J,0.0,0.5,2,14.0,True
rodp63,,,,,4,23,4,5.75,1,1461.0,0,0,0,3,31,"Python, C++, C",3,2,M,0.0,1.0,1,679.0,False
javierescobare,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
marcosluis2186,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ever864,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
TISparta,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
devildeveloper,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Benjacho,,,,,1,5,16,5.0,1,365.25,0,0,0,1,37,Jupyter Notebook,1,1,J,0.0,0.0,0,1994.0,False
alonsogodinez,,,,,1,5,3,5.0,1,365.25,0,0,0,1,11,Python,1,1,K,0.0,0.0,0,3361.0,False
FrankLopezFLB,,,,,1,3,1,3.0,1,365.25,0,0,0,1,5,JavaScript,1,1,G,0.0,0.0,0,1333.0,False
jdamian,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Vjimenez-vasquez,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
accel33,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
echovl,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
maary17,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
chafarleston,,,,,1,4,9,4.0,1,365.25,0,0,0,1,22,Shell,1,1,G,0.0,0.0,0,2259.0,False
stiffis,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Go,1,1,R,0.0,1.0,0,10.0,True
giampieer,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
carlosgl87,,,,,2,7,0,3.5,1,730.5,0,0,0,2,7,"Python, Jupyter Notebook",2,2,M,0.0,0.0,0,2727.0,False
rmaceissoft,,,,,1,5,0,5.0,1,365.25,0,0,0,1,5,Jinja,1,1,J,0.0,0.0,0,986.0,False
Jeremitc,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
NicolasTicona,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
luckymachi,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
NeoKode,,,,,1,77,126,77.0,1,365.25,0,0,0,1,329,JavaScript,1,1,R,0.0,1.0,0,162.0,False
Dulcedr2651340,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jwilliamn,,,,,2,11,6,5.5,1,730.5,0,0,0,2,23,Python,1,2,R,0.0,0.5,1,2890.0,False
MaryToribio,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
dfloresgonz,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ArubikU,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
upc-pre-202402-si729-wx51,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
JairFrancesco,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
csdev19,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
arturop200,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
sebastianroar,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
joaquingx,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ynoacamino,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
darwinv,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
Carsaavedrapa,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
syaker,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
juliogarciape,,,,,20,77,4,3.85,1,7305.0,0,0,0,3,85,"JavaScript, TypeScript, HTML",7,3,J,0.0,0.4,1,388.0,False
EstivenMayhuay,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
devedux,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
juanRCoder,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jadx2,,,,,2,6,0,3.0,1,730.5,0,0,0,2,6,"Ruby, HTML",2,2,I,0.0,0.0,1,1724.0,False
utecrobotics,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
rtbustamantec,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
qlab-intro-python,,,,,1,5,8,5.0,1,365.25,0,0,0,1,21,Jupyter Notebook,1,1,K,0.0,0.0,0,430.0,False
Meowwuw,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
ericktucto,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
paula113,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
MrElmo3,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
javielis,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
AlexMamani85,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
santos88,,,,,1,3,0,3.0,1,365.25,0,0,0,1,3,Swift,1,1,J,0.0,0.0,0,2342.0,False
grossir,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
jotisa,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
cesar4rroyo,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
raulingg,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
FreddyPinto,,,,,0,0,0,0.0,1,0.0,0,0,0,0,0,,0,0,,0.0,0.0,0,,False
dceluis,,,,,6,71,12,11.833333333333334,1,2191.5,0,0,0,4,95,"Python, Go, TypeScript",4,2,J,0.0,0.8333333333333334,6,267.0,False
